question,model_answer,real_answer,model_answer_value,real_answer_value
"Manny had 3 birthday cookie pies to share with his 24 classmates and his teacher, Mr. Keith.   If each of the cookie pies were cut into 10 slices and Manny, his classmates, and Mr. Keith all had 1 piece, how many slices are left?"," If Mr. Keith gets 1 pie slice, then that means there is 10 pie slices of the total of 32 minus 1 which is 31.
So 31 pie slices will be eaten by the other students.
So (31 * 9) minus 9 = 309 which means 310 pie slices will be eaten.
We know that 10 is the number of pie slices in a pie and also that there are 3 pies.
So, 310 pie slices will be cut up into 310 parts.
310 parts divided by 3 equals 103 parts.
103 parts divided by 10 = 11 parts.
11 parts will be left over.
So, the answer is 11
The answer is 11

","There is a total of 3 x 10 = <<3*10=30>>30 cookie slices.
There are 24 + 1 + 1 = <<24+1+1=26>>26 people who ate the cookie pieces.
There is 30 - 26 = <<30-26=4>>4 cookie slices left.
The answer is 4",11,4
James spends 40 years teaching.  His partner has been teaching for 10 years less.  How long is their combined experience?," James has 40 years of experience which is 40/(10 + 40) = 40/50 = 8/12 = 7/12 years.
Her partner has the same experience - the total number of years of teaching is 20 years.
Thus, the combined teaching experience is 10 + 7/12 = 17/12 years.
The answer is 17/12

A:","His partner has been teaching for 40-10=<<40-10=30>>30 years
So together they have 40+30=<<40+30=70>>70 years of experience
The answer is 70",12,70
"Jennifer purchased 40 cans of milk at the store before meeting her classmate Mark, who was also buying milk. Jennifer bought 6 additional cans for every 5 cans Mark bought. If Mark purchased 50 cans, how many cans of milk did Jennifer bring home from the store?"," 40 + 6(5x) = 50x
So, 5x + 6 = <<5+6=11>>11
x + 6 = <<11 - 6=5>>5
x = <<5/2=2>>2
The answer is 2

Q:","If Mark bought 50 cans of milk, the number of times Jennifer added 6 cans for every 5 that Mark bought is 50/5 = <<50/5=10>>10 times.
The total number of additional cans she bought is 10*6 = <<10*6=60>>60 cans.
If she initially had 40 cans, she went home with 40+60 = <<40+60=100>>100 cans of milk.
The answer is 100",2,100
"Irene earns $500 if she works for 40 hours a week and gets an extra $20 for every hour of overtime. If she worked 50 hours last week, calculate her total income."," If they work 40 hours a week, then Irene earns $40 * 40 = <<40 * 40=800>>800.
If Irene works for 50 hours, then Irene earns $40 * 50 = <<40 * 50=1000>>1000.

A:","If Irene worked 50 hours last week, the total number of hours counting as overtime is 50-40 = <<50-40=10>>10 hours.
Since she's given $20 for every hour of overtime, she earned 10*$20 = $<<10*20=200>>200 in overtime.
Her total income, including the overtime, is $500+$200= $<<500+200=700>>700
The answer is 700",1000,700
"Paityn has 20 red hats and 24 blue hats. Her friend Zola has 4/5 times as many red hats as she has and twice the number of blue hats. If they combine all the hats together and share them equally between themselves, calculate the number of hats each gets."," Let x represent the number of red hats for Zola, and let y represent the number of blue hats that they both have. 
Zola has  4/5x hats, so x = (4/5x) * 20 = 24 * 4/5 = <<4/5*4/5=>>4/4 times as many red hats as she has. Her hat has 2y + 20 hats, so y = <<20/2=10>>10.
Finally, let z be the number of hats that Paityn gets. 
20 + 4/5 x = <<20+4/5*20 =>>20+10, so we can say that","Paityn has a total of 20 hats + 24 hats = <<20+24=44>>44 hats.
The number of red hats that Zola has is 4/5 * 20 hats = <<4/5*20=16>>16 hats
Zola also has 2 * 24 hats = <<2*24=48>>48 blue hats.
Zola has a total of 48 hats + 16 hats = <<48+16=64>>64 hats.
When they combine their hats, they have 64 hats + 44 hats = <<64+44=108>>108 hats
If they share the hats equally, each get 108 hats / 2 people = <<108/2=54>>54 hats/person
The answer is 54",10,54
"Hans booked a room in a hotel. The hotel has 10 floors with 10 identical rooms on each floor. Because of an accident, the last floor is unavailable for the guests. Considering there are no other guests, in how many different rooms could Hans be checked in?"," The number of rooms on the 9th floor is the last number of rooms that is available on all the other floors. So, the number is 10, 9, 8,..., 1 (10 rooms on each floor) + 1 (number of rooms available on the 9th floor).
The number of different rooms in a hotel with i floors is given by the formula i(i + 1) - 1.
For Hans to be checked in in all of these rooms the formula would be 1(1 + 1) - 1 + (9(9 + 1) - 1) + (8(8 + 1) - 1) +... + (10","The hotel has in total 10 floors * 10 rooms/floor = <<10*10=100>>100 rooms.
One floor is unavailable, so Hans could be checked into 100 rooms - 10 rooms = <<100-10=90>>90 available rooms.
The answer is 90",10,90
"Four classmates were comparing their ages based on their birth month. They found out that Jolyn is 2 months older than Therese while Therese is 5 months older than Aivo. Then, Leon is 2 months older than Aivo. How much older in months is Jolyn than Leon?"," Let J be the age of Jolyn, L be Leon's age, T be Therese's age, and O be Aivo's age.
J and L: J - L = 2 - ( - ) = > J + L = 2 + 10 = 12,
Jolyn is 12 months older than Leon
J and T:  J - T = 2 - 5 = 3,
Jolyn is 3 months older than Therese
T and L: T - L = 5 - 2 = 3,
Therese is 3 months older than Leon

A:","Jolyn is 2 + 5 = <<2+5=7>>7 months older than Aivo.
Since Leon is 2 months older than Aivo, then Jolyn is 7 - 2 = 5 months older than Leon.
The answer is 5",3,5
Peter goes to the store to buy a soda. The soda costs $.25 an ounce. He brought $2 with him and leaves with $.50. How many ounces of soda did he buy?," Let x be the number of ounces.
$$.25 * x^2 +.5 * x + 2 = 2$
$$x^2-2x+2=4$$
$$x^2-4x+2=$$
$$x+4=2$$
Therefore, x = <<2/2=1>>1.
The answer is 1

A:","He spend $1.5 on soda because 2 - .5 = <<2-.5=1.5>>1.5
He bought 6 ounces of soda because 1.5 / .25 = <<6=6>>6
The answer is 6",1,6
John's cow weighs 400 pounds.  It increased its weight to 1.5 times its starting weight.  He is able to sell the cow for $3 per pound.  How much more is it worth after gaining the weight?," Let x be the weight of the cow.  So the equation is 400x = 400 + 300x = 1200x + 3000.
Distributing the $3 per pound, we have $3000 = 1200x + 300x ($3*$1/pound).
Subtracting the $1200x from both sides, we have $300x = 3000$.

A:","The cow initially weighs 400*1.5=<<400*1.5=600>>600 pounds
So it gained 600 - 400 = <<600-400=200>>200 pounds
So its value increased by 200*$3 = $<<200*3=600>>600
The answer is 600",3000,600
Brandon sold 86 geckos last year. He sold twice that many the year before. How many geckos has Brandon sold in the last two years?," Let a be the total number of geckos last year.
Let b be the total number of geckos two years ago.
86 + double of the number of geckos in year 1 = number of geckos in year 2.
So,   86(year 2) = << 86(year 2) = double of 86(year 1)>>(double of 86(years 1)
And, 86b = <<86(year 1)>>(double of 86(years 1).
Subtract 86b from the above equation which gives 86a-86b = <<86a-86b=80>>80.
To solve for a","Last year: 86 geckos
2 years ago: 86(2)=172
Total number of geckos sold 86+172=<<86+172=258>>258 geckos
The answer is 258",80,258
"Krystian works in the library. He borrows an average of 40 books every day. Every Friday, his number of borrowed books is about 40% higher than the daily average. How many books does he borrow in a week if the library is open from Monday to Friday?"," Let x be the number of books borrowed in a week.
Krystian borrowed x books every day except Fridays.
So, we know the number borrowed on Fridays should be (x + 0.4 * x) * 5
Thus, if the number borrowed on Friday is 40x + 40x = <<40x + 40x>>200.
To solve for x, we have 200/40 = <<200/40=4>>4.
Therefore, x = <<2=2>>2.
The answer is 2

A:","The number of books borrowed on Friday is higher by 40 * 40/100 = <<40*40/100=16>>16 books.
There are 5 days from Monday to Friday inclusive, so Krystian borrows an average of 5 * 40 = <<5*40=200>>200 books during that time.
With Friday's increase in borrowings, during one week Krystian borrows 200 + 16 = <<200+16=216>>216 books.
The answer is 216",2,216
"Herman likes to feed the birds in December, January and February.  He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon.  How many cups of food will he need for all three months?"," Let c be the answer and i be the number of months.
And, 12i + 12i + 12i = <<12i + (1/2)i = <<(12i) + (1/2)i>>>>(1/2)i
Thus, 12 i + 12i + 12i = 1.
Therefore, c = 1.
Thus, there will be only 1 cup of food.
The answer is 1

Q:","December has 31 days, January has 31 days and February has 28 days for a total of 31+31+28 = <<31+31+28=90>>90 days
He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon for a total of 1/2+1/2 = <<1/2+1/2=1>>1 cup per day
If he feeds them 1 cup per day for 90 days then he will need 1*90 = <<1*90=90>>90 cups of birdseed
The answer is 90",1,90
"John works a job that offers performance bonuses.  He makes $80 a day and works for 8 hours.  He has the option of working hard to earn the performance bonus of an extra $20 a day, but the extra effort results in a 2-hour longer workday.  How much does John make per hour if he decides to earn the bonus?"," The extra work takes 2 hours so 20 additional hours.
He makes 80 for 8 hours.
For the extra 20 hours, he would earn an extra 20 * 80 = <<20*80=160>>160 so he makes $80 + <<160/2=80>>80 for 80 hours.
Thus, $80 + <<160/2=80>>80 = $120.
The answer is $120
The answer is $120.","First, we need to determine the length of John's workday if he decides to earn the bonus. We do this by performing 8+2= <<8+2=10>>10 hours for his workday.
Next, we need to determine his overall pay. We do this by performing 80+20=<<80+20=100>>100 dollars a day.
We then determine John's hourly rate by dividing his pay by the number of hours worked, performing 100/10= <<100/10=10>>10 dollars an hour.
The answer is 10",120,10
"Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how much money will they both have saved for their trip after a year?"," Let Sally earn S amount of money and Bob earn B.
So the equation is S+B=6*365
The S + B = $630
S + B = $6+($4)*365
Since they both work, Sally earns $6 and Bob $4 per day, we will add the daily earnings of $6+4=<<6+4=10>>10 so we have:
10*365 = $>>630
Therefore, S=$<<3=3>>3 and B=$<<3=3>>3.
The answer is $3

A:","Saly saves 1/2 * $6/day = $<<1/2*6=3>>3/day.
Since each year have 365 days, the total amount of money Sally will save in a year is $3/day * 365 days/year = $<<3*365=1095>>1095/year
Bob saves 1/2 * $4/day = $<<1/2*4=2>>2/day.
The total amount of money Bob will have saved in a year is $2/day * 365 days/year = $<<2*365=730>>730/year
In total, Sally and Bob would have saved $730 + $1095 = $<<730+1095=1825>>1825
The answer is 1825",3,1825
John orders food for a massive restaurant.  He orders 1000 pounds of beef for $8 per pound.  He also orders twice that much chicken at $3 per pound.  How much did everything cost?," Since he bought twice the amount of chicken, we know that he bought exactly twice that much beef so we simply double the cost of beef.
Since each pound of beef is costing him $8, he paid $8000 pounds of beef.
By doubling the amount of beef, the cost of each pound of beef is now $2.
The total cost of the beef is 1000 pounds * $2 = $2000.
The total cost of both chicken and beef is 2000 pounds of beef + 2000 pounds of chicken = $4000.

A:","The beef cost $8 * 1000 = $<<8*1000=8000>>8000
He buys 1000 * 2 = <<1000*2=2000>>2000 pounds of chicken
So the chicken cost 2000 * $3 = $<<2000*3=6000>>6000
So the total cost is $8000 + $6000 = $<<8000+6000=14000>>14,000
The answer is 14000",4000,14000
John writes 20 pages a day.  How long will it take him to write 3 books that are 400 pages each?," Divide 400 by 20 = 20 books
John is going to write 20 pages at any time
The first book will be written in (days) = (20 books) × (20 pages) = <<2(20)=20>>20 days
The second book will be written in (days) = (20 books) × (20 pages) = <<2(20)=20>>20 days
The third book will be written in (days) = (20 books) × (20 pages) = <<2(20)=20>>20 days
The answer is 20 days

Q:","He wants to write 3*400=<<3*400=1200>>1200 pages
So it will take him 1200/20=<<1200/20=60>>60 days
The answer is 60",20,60
"Alice has 20 quarters. She wants to exchange them for nickels and so she goes to the bank. After getting back from the bank, she discovers that 20% of the nickels are iron nickels worth $3 each. What is the total value of her money now?"," Alice has 20 quarters.
The number of nickels is 20 * 5 - 1 = <<20*5-1=15>>15.
Iron nickels are worth $3 each.
So, the total value of the nickels is <<15*3=45>>45.
Alice has a 20% chance of getting a nickel, so she gets <<20*.80=12>>12 nickels.
So the value of Alice's money before change is <<20*4=80>>80.
Alice's quarters were worth 80 cents before so she has <<80*1=80>>80 cents total now.
The answer is 80

A:","A quarter is worth five nickels because .25 / .05 = <<.25/.05=5>>5
She gets 100 nickels from the bank because 20 x 5 = <<20*5=100>>100
20 of the nickels are iron nickels because 100 x .20 = <<100*.20=20>>20
80 of the nickels are regular because 100 - 20 = <<100-20=80>>80
The iron nickels are worth $60 because 20 x 3 = <<20*3=60>>60
The regular nickels are worth $4 because 80 x .05 = <<80*.05=4>>4
Her money is now worth $64 because 60 + 4 = <<60+4=64>>64
The answer is 64",80,64
James has a rainwater collection barrel.  For each inch of rain he collects 15 gallons.  On Monday it rained 4 inches and on Tuesday it rained 3 inches.  He can sell water for $1.2 per gallon.  How much money did he make from selling all the water?," If it rained 4 inches, he collected 24 gallons and on Tuesday if it rained 3 inches he also collected 24 gallon.  This means he collected in total of 48 gallons and he sold the water for 24 gallons x 48 = 96 gallons.
The total of 96 gallons x $1.2 = 120.
Therefore, he collected 120 gallons + 48 gallons = 128 gallons and 128 gallons x $1.2 = $160.
The answer is $160

Q:","It rained 3+4=<<3+4=7>>7 inches
So he collected 7*15=<<7*15=105>>105 gallons
So he makes 105*1.2=$<<105*1.2=126>>126 from selling the water
The answer is 126",160,126
"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?"," Let r be the gumballs remaining and k be the gumballs that Hector gave to Todd.
The gumballs he gave to Todd can be represented by 4k, so r + 4k = 4k + (2/4)*4k = k + 9k (since he gave 2/4 gumballs to Alisha)
He gave 4 (= 4k) to Todd, so r = k + 9k + 4 which equates to k + 9k + 4 = 4k + 9k which gives k = <<k=4>>4
The gumballs remaining are the gumballs Hector bought, so r","Hector gave to Alisha twice as many as he had given Todd, for a total of 4*2=<<4*2=8>>8 gumballs,
Hector gave 5 less than four times as many to Bobby as he had given to Alisha, or a total of (8*4)-5=<<8*4-5=27>>27 gumballs.
If Hector had 6 gumballs remaining, he originally purchased 4+8+27+6=<<4+8+27+6=45>>45 gumballs.
The answer is 45",4,45
